480069776,153966123
480069776,963201732892225536
480069776,2301591728
480069776,1693232984
480069776,334681434
480069776,796321158362763264
480069776,970691585498386434
480069776,127236298
480069776,2414966744
480069776,19570960
480069776,742736123710087168
480069776,3096191721
480069776,4733825941
480069776,4268140697
480069776,1349182464
480069776,3006327202
480069776,762703521913241600
480069776,35611569
480069776,358231514
480069776,621924683
480069776,4112411440
480069776,1249568394
480069776,784918249062404096
480069776,1275345810
480069776,966880779451097092
480069776,987787334983630848
480069776,885583684069470209
480069776,3307959564
480069776,21819332
480069776,277389877
480069776,956535426201931777
480069776,364804401
480069776,951103467002712064
480069776,950998987099668480
480069776,897134626979893248
480069776,816417409087270913
480069776,40720843
480069776,102569103
480069776,934280624902430720
480069776,62043663
480069776,928972372656484353
480069776,894774940087459840
480069776,265602150
480069776,839891959787347968
480069776,777642285634842628
480069776,2986106555
480069776,3379531504
480069776,804224447720910848
480069776,902111507009249280
480069776,124030577
480069776,218225019
480069776,198335595
480069776,485423030
480069776,1322775456
480069776,2444782326
480069776,16191954
480069776,872512884265320448
480069776,2310900359
480069776,2225567881
480069776,710312746353463296
480069776,1849968230
480069776,6606342
480069776,770250456
480069776,53839011
480069776,734825318943469568
480069776,18262382
480069776,754094539883720705
480069776,360352240
480069776,113058875
480069776,752882190619410432
480069776,2176698228
480069776,18357369
480069776,2710200276
480069776,2864398977
480069776,3290404740
480069776,702585821
480069776,50369890
480069776,1602468488
480069776,1677063582
480069776,2706145937
480069776,541815212
480069776,2587895688
480069776,29816798
480069776,243382100
480069776,319495747
480069776,1195498416
480069776,2414624304
480069776,143803264
480069776,1607158698
480069776,2284697816
480069776,508886826
480069776,438671598
480069776,370781645
480069776,2370961896
480069776,1366023522
480069776,1154229426
480069776,317499529
480069776,186646117
480069776,2359631173
480069776,337351181
480069776,1847027131
480069776,852261294
480069776,431661823
480069776,380665731
480069776,2298837799
480069776,1849893044
480069776,251870443
480069776,1408823911
480069776,1226199534
480069776,2287773168
480069776,1639754030
480069776,13688502
480069776,1183791253
480069776,1269163358
