480069776,962187663800487937
480069776,127236298
480069776,1388827770
480069776,2301591728
480069776,416800830
480069776,1693232984
480069776,963201732892225536
480069776,334681434
480069776,119804936
480069776,4098544215
480069776,322539565
480069776,1056216386
480069776,187512368
480069776,190877781
480069776,53933574
480069776,744095828013424640
480069776,14699038
480069776,14622002
480069776,20367011
480069776,260022048
480069776,101608829
480069776,24135332
480069776,337325417
480069776,33442941
480069776,135554436
480069776,14677919
480069776,487118986
480069776,981309087764934661
480069776,21059255
480069776,905505009667846144
480069776,970207298
480069776,112445679
480069776,219152305
480069776,1005667025862049792
480069776,2233625141
480069776,14841047
480069776,4733825941
480069776,3096191721
480069776,55418811
480069776,1200985080
480069776,79923701
480069776,1349182464
480069776,138203134
480069776,4275102862
480069776,3131662216
480069776,835176008668102662
480069776,63296944
480069776,1512446430
480069776,10435642
480069776,442237496
480069776,22207520
480069776,63302020
480069776,619278612
480069776,147771570
480069776,309912891
480069776,2538322138
480069776,762703521913241600
480069776,191606313
480069776,742736123710087168
480069776,2801998120
480069776,93054335
480069776,2898355198
480069776,341871198
480069776,866953267
480069776,63178117
480069776,12895942
480069776,22657001
480069776,88830848
480069776,1249568394
480069776,4112411440
480069776,71093106
480069776,68746721
480069776,273418969
480069776,1663172653
480069776,18807671
480069776,555102816
480069776,27958733
480069776,166361173
480069776,56832079
480069776,784918249062404096
480069776,304459767
480069776,17515095
480069776,1096084052
480069776,1550520115
480069776,14554998
480069776,2352660468
480069776,1275345810
480069776,12524622
480069776,267856525
480069776,50875746
480069776,124306015
480069776,12691172
480069776,47269394
480069776,58558405
480069776,313727335
480069776,2155649270
480069776,966880779451097092
480069776,3006327202
480069776,37213193
480069776,1287117139
480069776,3081960929
480069776,322177274
480069776,2924669003
480069776,553729228
480069776,196949018
480069776,1376401838
480069776,26270971
480069776,18033816
480069776,47216804
480069776,40322986
480069776,895350488031531012
480069776,222865265
480069776,1226179488
480069776,885583684069470209
480069776,78194111
480069776,116763916
480069776,14851952
480069776,951439023758856193
480069776,90570043
